Date,Adj Close,Close,High,Low,Open,Volume
2023-02-24,144.75027465820312,146.7100067138672,147.19000244140625,145.72000122070312,147.11000061035156,55469600.0
2023-02-27,145.944091796875,147.9199981689453,149.1699981689453,147.4499969482422,147.7100067138672,44998500.0
2023-02-28,145.44091796875,147.41000366210938,149.0800018310547,146.8300018310547,147.0500030517578,50547000.0
2023-03-01,143.36895751953125,145.30999755859375,147.22999572753906,145.00999450683594,146.8300018310547,55479000.0
2023-03-02,143.9609832763672,145.91000366210938,146.7100067138672,143.89999389648438,144.3800048828125,52238100.0
2023-03-03,149.0125732421875,151.02999877929688,151.11000061035156,147.3300018310547,148.0399932861328,70732300.0
2023-03-06,151.775146484375,153.8300018310547,156.3000030517578,153.4600067138672,153.7899932861328,87558000.0
2023-03-07,149.574951171875,151.60000610351562,154.02999877929688,151.1300048828125,153.6999969482422,56182000.0
2023-03-08,150.82797241210938,152.8699951171875,153.47000122070312,151.8300018310547,152.80999755859375,47204800.0
2023-03-09,148.57839965820312,150.58999633789062,154.5399932861328,150.22999572753906,153.55999755859375,53833600.0
2023-03-10,146.51637268066406,148.5,150.94000244140625,147.61000061035156,150.2100067138672,68572400.0
2023-03-13,148.4600372314453,150.47000122070312,153.13999938964844,147.6999969482422,147.80999755859375,84457100.0
2023-03-14,150.55172729492188,152.58999633789062,153.39999389648438,150.10000610351562,151.27999877929688,73695900.0
2023-03-15,150.94638061523438,152.99000549316406,153.25,149.9199981689453,151.19000244140625,77167900.0
2023-03-16,153.76821899414062,155.85000610351562,156.4600067138672,151.63999938964844,152.16000366210938,76161100.0
2023-03-17,152.9295196533203,155.0,156.74000549316406,154.27999877929688,156.0800018310547,98944600.0
2023-03-20,155.29747009277344,157.39999389648438,157.82000732421875,154.14999389648438,155.07000732421875,73641400.0
2023-03-21,157.15235900878906,159.27999877929688,159.39999389648438,156.5399932861328,157.32000732421875,73938300.0
2023-03-22,155.72171020507812,157.8300018310547,162.13999938964844,157.80999755859375,159.3000030517578,75701800.0
2023-03-23,156.80703735351562,158.92999267578125,161.5500030517578,157.67999267578125,158.8300018310547,67622100.0
2023-03-24,158.1094207763672,160.25,160.33999633789062,157.85000610351562,158.86000061035156,59196500.0
2023-03-27,156.1657257080078,158.27999877929688,160.77000427246094,157.8699951171875,159.94000244140625,52390300.0
2023-03-28,155.54412841796875,157.64999389648438,158.49000549316406,155.97999572753906,157.97000122070312,45992200.0
2023-03-29,158.62245178222656,160.77000427246094,161.0500030517578,159.35000610351562,159.3699951171875,51305700.0
2023-03-30,160.19119262695312,162.36000061035156,162.47000122070312,161.27000427246094,161.52999877929688,49501700.0
2023-03-31,162.69729614257812,164.89999389648438,165.0,161.91000366210938,162.44000244140625,68749800.0
2023-04-03,163.9503173828125,166.1699981689453,166.2899932861328,164.22000122070312,164.27000427246094,56976200.0
2023-04-04,163.41754150390625,165.6300048828125,166.83999633789062,165.11000061035156,166.60000610351562,46278300.0
2023-04-05,161.57254028320312,163.75999450683594,165.0500030517578,161.8000030517578,164.74000549316406,51511700.0
2023-04-06,162.4604949951172,164.66000366210938,164.9600067138672,162.0,162.42999267578125,45390100.0
2023-04-10,159.86563110351562,162.02999877929688,162.02999877929688,160.0800018310547,161.4199981689453,47716900.0
2023-04-11,158.65203857421875,160.8000030517578,162.36000061035156,160.50999450683594,162.35000610351562,47644200.0
2023-04-12,157.96141052246094,160.10000610351562,162.05999755859375,159.77999877929688,161.22000122070312,50133100.0
2023-04-13,163.34849548339844,165.55999755859375,165.8000030517578,161.4199981689453,161.6300048828125,68445600.0
2023-04-14,163.00314331054688,165.2100067138672,166.32000732421875,163.82000732421875,164.58999633789062,49386500.0
2023-04-17,163.0229034423828,165.22999572753906,165.38999938964844,164.02999877929688,165.08999633789062,41516200.0
2023-04-18,164.24632263183594,166.47000122070312,167.41000366210938,165.64999389648438,166.10000610351562,49923000.0
2023-04-19,165.39080810546875,167.6300048828125,168.16000366210938,165.5399932861328,165.8000030517578,47720200.0
2023-04-20,164.42388916015625,166.64999389648438,167.8699951171875,165.55999755859375,166.08999633789062,52456400.0
2023-04-21,162.815673828125,165.02000427246094,166.4499969482422,164.49000549316406,165.0500030517578,58337300.0
2023-04-24,163.1215362548828,165.3300018310547,165.60000610351562,163.88999938964844,165.0,41949600.0
2023-04-25,161.58241271972656,163.77000427246094,166.30999755859375,163.72999572753906,165.19000244140625,48714100.0
2023-04-26,161.57254028320312,163.75999450683594,165.27999877929688,162.8000030517578,163.05999755859375,45498800.0
2023-04-27,166.16041564941406,168.41000366210938,168.55999755859375,165.19000244140625,165.19000244140625,64902300.0
2023-04-28,167.4134063720703,169.67999267578125,169.85000610351562,167.8800048828125,168.49000549316406,55275900.0
2023-05-01,167.3246307373047,169.58999633789062,170.4499969482422,168.63999938964844,169.27999877929688,52472900.0
2023-05-02,166.2886505126953,168.5399932861328,170.35000610351562,167.5399932861328,170.08999633789062,48425700.0
2023-05-03,165.2131805419922,167.4499969482422,170.9199981689453,167.16000366210938,169.5,65136000.0
2023-05-04,163.57537841796875,165.7899932861328,167.0399932861328,164.30999755859375,164.88999938964844,81235400.0
2023-05-05,171.25146484375,173.57000732421875,174.3000030517578,170.75999450683594,170.97999572753906,113453200.0
2023-05-08,171.18240356445312,173.5,173.85000610351562,172.11000061035156,172.47999572753906,55962800.0
2023-05-09,169.4755096435547,171.77000427246094,173.5399932861328,171.60000610351562,173.0500030517578,45326900.0
2023-05-10,171.2416229248047,173.55999755859375,174.02999877929688,171.89999389648438,173.02000427246094,53724500.0
2023-05-11,171.42904663085938,173.75,174.58999633789062,172.1699981689453,173.85000610351562,49514700.0
2023-05-12,170.50033569335938,172.57000732421875,174.05999755859375,171.0,173.6199951171875,45533100.0
2023-05-15,170.00633239746094,172.07000732421875,173.2100067138672,171.47000122070312,173.16000366210938,37266700.0
2023-05-16,170.00633239746094,172.07000732421875,173.13999938964844,171.8000030517578,171.99000549316406,42110300.0
2023-05-17,170.618896484375,172.69000244140625,172.92999267578125,170.4199981689453,171.7100067138672,57951600.0
2023-05-18,172.9506072998047,175.0500030517578,175.24000549316406,172.5800018310547,173.0,65496700.0
2023-05-19,173.05929565429688,175.16000366210938,176.38999938964844,174.94000244140625,176.38999938964844,55809500.0
2023-05-22,172.1107635498047,174.1999969482422,174.7100067138672,173.4499969482422,173.97999572753906,43570900.0
2023-05-23,169.50244140625,171.55999755859375,173.3800048828125,171.27999877929688,173.1300048828125,50747300.0
2023-05-24,169.77911376953125,171.83999633789062,172.4199981689453,170.52000427246094,171.08999633789062,45143500.0
2023-05-25,170.91531372070312,172.99000549316406,173.89999389648438,171.69000244140625,172.41000366210938,56058300.0
2023-05-26,173.3260498046875,175.42999267578125,175.77000427246094,173.11000061035156,173.32000732421875,54835000.0
2023-05-30,175.17361450195312,177.3000030517578,178.99000549316406,176.57000732421875,176.9600067138672,55964400.0
2023-05-31,175.12420654296875,177.25,179.35000610351562,176.75999450683594,177.3300018310547,99625300.0
2023-06-01,177.93014526367188,180.08999633789062,180.1199951171875,176.92999267578125,177.6999969482422,68901800.0
2023-06-02,178.77981567382812,180.9499969482422,181.77999877929688,179.25999450683594,181.02999877929688,61996900.0
2023-06-05,177.42625427246094,179.5800018310547,184.9499969482422,178.0399932861328,182.6300048828125,121946500.0
2023-06-06,177.06069946289062,179.2100067138672,180.1199951171875,177.42999267578125,179.97000122070312,64848400.0
2023-06-07,175.68739318847656,177.82000732421875,181.2100067138672,177.32000732421875,178.44000244140625,61944600.0
2023-06-08,178.40438842773438,180.57000732421875,180.83999633789062,177.4600067138672,177.89999389648438,50214900.0
2023-06-09,178.7897186279297,180.9600067138672,182.22999572753906,180.6300048828125,181.5,48900000.0
2023-06-12,181.5857696533203,183.7899932861328,183.88999938964844,180.97000122070312,181.27000427246094,54274900.0
2023-06-13,181.1115264892578,183.30999755859375,184.14999389648438,182.44000244140625,182.8000030517578,54929100.0
2023-06-14,181.74386596679688,183.9499969482422,184.38999938964844,182.02000427246094,183.3699951171875,57462900.0
2023-06-15,183.77914428710938,186.00999450683594,186.52000427246094,183.77999877929688,183.9600067138672,65433200.0
2023-06-16,182.70220947265625,184.9199981689453,186.99000549316406,184.27000427246094,186.72999572753906,101256200.0
2023-06-20,182.7911376953125,185.00999450683594,186.10000610351562,184.41000366210938,184.41000366210938,49799100.0
2023-06-21,181.75375366210938,183.9600067138672,185.41000366210938,182.58999633789062,184.89999389648438,49515700.0
2023-06-22,184.7572784423828,187.0,187.0500030517578,183.6699981689453,183.74000549316406,51245300.0
2023-06-23,184.44110107421875,186.67999267578125,187.55999755859375,185.00999450683594,185.5500030517578,53117000.0
2023-06-26,183.0480194091797,185.27000427246094,188.0500030517578,185.22999572753906,186.8300018310547,48088700.0
2023-06-27,185.80455017089844,188.05999755859375,188.38999938964844,185.6699981689453,185.88999938964844,50730800.0
2023-06-28,186.9803009033203,189.25,189.89999389648438,187.60000610351562,187.92999267578125,51216800.0
2023-06-29,187.31622314453125,189.58999633789062,190.07000732421875,188.94000244140625,189.0800018310547,46347300.0
2023-06-30,191.64370727539062,193.97000122070312,194.47999572753906,191.25999450683594,191.6300048828125,85213200.0
2023-07-03,190.15182495117188,192.4600067138672,193.8800048828125,191.75999450683594,193.77999877929688,31458200.0
2023-07-05,189.03536987304688,191.3300018310547,192.97999572753906,190.6199951171875,191.57000732421875,46920300.0
2023-07-06,189.50955200195312,191.80999755859375,192.02000427246094,189.1999969482422,189.83999633789062,45094300.0
2023-07-07,188.3931427001953,190.67999267578125,192.6699981689453,190.24000549316406,191.41000366210938,46815000.0
2023-07-10,186.34796142578125,188.61000061035156,189.99000549316406,187.0399932861328,189.25999450683594,59922200.0
2023-07-11,185.8243408203125,188.0800018310547,189.3000030517578,186.60000610351562,189.16000366210938,46638100.0
2023-07-12,187.49407958984375,189.77000427246094,191.6999969482422,188.47000122070312,189.67999267578125,60750200.0
2023-07-13,188.2548065185547,190.5399932861328,191.19000244140625,189.77999877929688,190.5,41342300.0
2023-07-14,188.40301513671875,190.69000244140625,191.17999267578125,189.6300048828125,190.22999572753906,41616200.0
2023-07-17,191.6634521484375,193.99000549316406,194.32000732421875,191.80999755859375,191.89999389648438,50520200.0
2023-07-18,191.40655517578125,193.72999572753906,194.3300018310547,192.4199981689453,193.35000610351562,48288200.0
2023-07-19,192.76014709472656,195.10000610351562,198.22999572753906,192.64999389648438,193.10000610351562,80507300.0
2023-07-20,190.81375122070312,193.1300048828125,196.47000122070312,192.5,195.08999633789062,59581200.0
2023-07-21,189.63804626464844,191.94000244140625,194.97000122070312,191.22999572753906,194.10000610351562,71951700.0
2023-07-24,190.43832397460938,192.75,194.91000366210938,192.25,193.41000366210938,45377800.0
2023-07-25,191.29788208007812,193.6199951171875,194.44000244140625,192.9199981689453,193.3300018310547,37283200.0
2023-07-26,192.16734313964844,194.5,195.63999938964844,193.32000732421875,193.6699981689453,47471900.0
2023-07-27,190.90267944335938,193.22000122070312,197.1999969482422,192.5500030517578,196.02000427246094,47460200.0
2023-07-28,193.4813690185547,195.8300018310547,196.6300048828125,194.13999938964844,194.6699981689453,48291400.0
2023-07-31,194.09396362304688,196.4499969482422,196.49000549316406,195.25999450683594,196.05999755859375,38824100.0
2023-08-01,193.2640380859375,195.61000061035156,196.72999572753906,195.27999877929688,196.24000549316406,35175100.0
2023-08-02,190.27035522460938,192.5800018310547,195.17999267578125,191.85000610351562,195.0399932861328,50389300.0
2023-08-03,188.8772735595703,191.1699981689453,192.3699951171875,190.69000244140625,191.57000732421875,61235200.0
2023-08-04,179.80735778808594,181.99000549316406,187.3800048828125,181.9199981689453,185.52000427246094,115956800.0
2023-08-07,176.7050323486328,178.85000610351562,183.1300048828125,177.35000610351562,182.1300048828125,97576100.0
2023-08-08,177.64361572265625,179.8000030517578,180.27000427246094,177.5800018310547,179.69000244140625,67823000.0
2023-08-09,176.0529327392578,178.19000244140625,180.92999267578125,177.00999450683594,180.8699951171875,60378500.0
2023-08-10,175.83560180664062,177.97000122070312,180.75,177.60000610351562,179.47999572753906,54686900.0
2023-08-11,175.89492797851562,177.7899932861328,178.6199951171875,176.5500030517578,177.32000732421875,52036700.0
2023-08-14,177.54713439941406,179.4600067138672,179.69000244140625,177.30999755859375,177.97000122070312,43675600.0
2023-08-15,175.55857849121094,177.4499969482422,179.47999572753906,177.0500030517578,178.8800048828125,43622600.0
2023-08-16,174.68795776367188,176.57000732421875,178.5399932861328,176.5,177.1300048828125,46964900.0
2023-08-17,172.1453399658203,174.0,177.50999450683594,173.47999572753906,177.13999938964844,66062900.0
2023-08-18,172.63011169433594,174.49000549316406,175.10000610351562,171.9600067138672,172.3000030517578,61172200.0
2023-08-21,173.96571350097656,175.83999633789062,176.1300048828125,173.74000549316406,175.07000732421875,46311900.0
2023-08-22,175.34091186523438,177.22999572753906,177.67999267578125,176.25,177.05999755859375,42038900.0
2023-08-23,179.18943786621094,181.1199951171875,181.5500030517578,178.3300018310547,178.52000427246094,52722800.0
2023-08-24,174.4999542236328,176.3800048828125,181.10000610351562,176.00999450683594,180.6699981689453,54945800.0
2023-08-25,176.70619201660156,178.61000061035156,179.14999389648438,175.82000732421875,177.3800048828125,51449600.0
2023-08-28,178.26934814453125,180.19000244140625,180.58999633789062,178.5500030517578,180.08999633789062,43820700.0
2023-08-29,182.15745544433594,184.1199951171875,184.89999389648438,179.5,179.6999969482422,53003900.0
2023-08-30,185.64984130859375,187.64999389648438,187.85000610351562,184.74000549316406,184.94000244140625,60813900.0
2023-08-31,185.86752319335938,187.8699951171875,189.1199951171875,187.47999572753906,187.83999633789062,60794500.0
2023-09-01,187.44056701660156,189.4600067138672,189.9199981689453,188.27999877929688,189.49000549316406,45766500.0
2023-09-05,187.67799377441406,189.6999969482422,189.97999572753906,187.61000061035156,188.27999877929688,45280000.0
2023-09-06,180.96035766601562,182.91000366210938,188.85000610351562,181.47000122070312,188.39999389648438,81755800.0
2023-09-07,175.6674041748047,177.55999755859375,178.2100067138672,173.5399932861328,175.17999267578125,112488800.0
2023-09-08,176.28077697753906,178.17999267578125,180.24000549316406,177.7899932861328,178.35000610351562,65551300.0
2023-09-11,177.44821166992188,179.36000061035156,180.3000030517578,177.33999633789062,180.07000732421875,58953100.0
2023-09-12,174.42080688476562,176.3000030517578,180.1300048828125,174.82000732421875,179.49000549316406,90370200.0
2023-09-13,172.3531036376953,174.2100067138672,177.3000030517578,173.97999572753906,176.50999450683594,84267900.0
2023-09-14,173.8667755126953,175.74000549316406,176.10000610351562,173.5800018310547,174.0,60895800.0
2023-09-15,173.14456176757812,175.00999450683594,176.5,173.82000732421875,176.47999572753906,109259500.0
2023-09-18,176.07301330566406,177.97000122070312,179.3800048828125,176.1699981689453,176.47999572753906,67257600.0
2023-09-19,177.16128540039062,179.07000732421875,179.6300048828125,177.1300048828125,177.52000427246094,51826900.0
2023-09-20,173.6194610595703,175.49000549316406,179.6999969482422,175.39999389648438,179.25999450683594,58436200.0
2023-09-21,172.0760955810547,173.92999267578125,176.3000030517578,173.86000061035156,174.5500030517578,63149100.0
2023-09-22,172.92689514160156,174.7899932861328,177.0800018310547,174.0500030517578,174.6699981689453,56725400.0
2023-09-25,174.20315551757812,176.0800018310547,176.97000122070312,174.14999389648438,174.1999969482422,46172700.0
2023-09-26,170.12709045410156,171.9600067138672,175.1999969482422,171.66000366210938,174.82000732421875,64588900.0
2023-09-27,168.61337280273438,170.42999267578125,173.0399932861328,169.0500030517578,172.6199951171875,66921800.0
2023-09-28,168.87062072753906,170.69000244140625,172.02999877929688,167.6199951171875,169.33999633789062,56294400.0
2023-09-29,169.38510131835938,171.2100067138672,173.07000732421875,170.33999633789062,172.02000427246094,51861100.0
2023-10-02,171.8979949951172,173.75,174.3000030517578,170.92999267578125,171.22000122070312,52164500.0
2023-10-03,170.56239318847656,172.39999389648438,173.6300048828125,170.82000732421875,172.25999450683594,49594600.0
2023-10-04,171.80897521972656,173.66000366210938,174.2100067138672,170.97000122070312,171.08999633789062,53020300.0
2023-10-05,173.04562377929688,174.91000366210938,175.4499969482422,172.67999267578125,173.7899932861328,48527900.0
2023-10-06,175.59814453125,177.49000549316406,177.99000549316406,173.17999267578125,173.8000030517578,57266700.0
2023-10-09,177.0821533203125,178.99000549316406,179.0500030517578,175.8000030517578,176.80999755859375,42390800.0
2023-10-10,176.48854064941406,178.38999938964844,179.72000122070312,177.9499969482422,178.10000610351562,43698000.0
2023-10-11,177.88352966308594,179.8000030517578,179.85000610351562,177.60000610351562,178.1999969482422,47551100.0
2023-10-12,178.7838134765625,180.7100067138672,182.33999633789062,179.0399932861328,180.07000732421875,56743100.0
2023-10-13,176.9436492919922,178.85000610351562,181.92999267578125,178.13999938964844,181.4199981689453,51427100.0
2023-10-16,176.8150177001953,178.72000122070312,179.0800018310547,176.50999450683594,176.75,52517000.0
2023-10-17,175.26174926757812,177.14999389648438,178.4199981689453,174.8000030517578,176.64999389648438,57549400.0
2023-10-18,173.96571350097656,175.83999633789062,177.5800018310547,175.11000061035156,175.5800018310547,54764400.0
2023-10-19,173.58978271484375,175.4600067138672,177.83999633789062,175.19000244140625,176.0399932861328,59302900.0
2023-10-20,171.0372772216797,172.8800048828125,175.4199981689453,172.63999938964844,175.30999755859375,64244000.0
2023-10-23,171.15599060058594,173.0,174.00999450683594,169.92999267578125,170.91000366210938,55980100.0
2023-10-24,171.59133911132812,173.44000244140625,173.6699981689453,171.4499969482422,173.0500030517578,43816600.0
2023-10-25,169.2762451171875,171.10000610351562,173.05999755859375,170.64999389648438,171.8800048828125,57157000.0
2023-10-26,165.11114501953125,166.88999938964844,171.3800048828125,165.6699981689453,170.3699951171875,70625300.0
2023-10-27,166.4269256591797,168.22000122070312,168.9600067138672,166.8300018310547,166.91000366210938,58499100.0
2023-10-30,168.47486877441406,170.2899932861328,171.1699981689453,168.8699951171875,169.02000427246094,51131000.0
2023-10-31,168.94976806640625,170.77000427246094,170.89999389648438,167.89999389648438,169.35000610351562,44846000.0
2023-11-01,172.11566162109375,173.97000122070312,174.22999572753906,170.1199951171875,171.0,56934900.0
2023-11-02,175.67730712890625,177.57000732421875,177.77999877929688,175.4600067138672,175.52000427246094,77334800.0
2023-11-03,174.76707458496094,176.64999389648438,176.82000732421875,173.35000610351562,174.24000549316406,79829200.0
2023-11-06,177.31959533691406,179.22999572753906,179.42999267578125,176.2100067138672,176.3800048828125,63841300.0
2023-11-07,179.88197326660156,181.82000732421875,182.44000244140625,178.97000122070312,179.17999267578125,70530000.0
2023-11-08,180.94058227539062,182.88999938964844,183.4499969482422,181.58999633789062,182.35000610351562,49340300.0
2023-11-09,180.4656982421875,182.41000366210938,184.1199951171875,181.80999755859375,182.9600067138672,53763500.0
2023-11-10,184.65611267089844,186.39999389648438,186.57000732421875,183.52999877929688,183.97000122070312,66133400.0
2023-11-13,183.07110595703125,184.8000030517578,186.02999877929688,184.2100067138672,185.82000732421875,43627500.0
2023-11-14,185.68638610839844,187.44000244140625,188.11000061035156,186.3000030517578,187.6999969482422,60108400.0
2023-11-15,186.2510528564453,188.00999450683594,189.5,187.77999877929688,187.85000610351562,53790500.0
2023-11-16,187.9351806640625,189.7100067138672,190.9600067138672,188.64999389648438,189.57000732421875,54412900.0
2023-11-17,187.91534423828125,189.69000244140625,190.3800048828125,188.57000732421875,190.25,50922700.0
2023-11-20,189.6588592529297,191.4499969482422,191.91000366210938,189.8800048828125,189.88999938964844,46505100.0
2023-11-21,188.8564453125,190.63999938964844,191.52000427246094,189.74000549316406,191.41000366210938,38134500.0
2023-11-22,189.5201873779297,191.30999755859375,192.92999267578125,190.8300018310547,191.49000549316406,39617700.0
2023-11-24,188.19271850585938,189.97000122070312,190.89999389648438,189.25,190.8699951171875,24048300.0
2023-11-27,188.014404296875,189.7899932861328,190.6699981689453,188.89999389648438,189.9199981689453,40552600.0
2023-11-28,188.61871337890625,190.39999389648438,191.0800018310547,189.39999389648438,189.77999877929688,38415400.0
2023-11-29,187.59832763671875,189.3699951171875,192.08999633789062,188.97000122070312,190.89999389648438,43014200.0
2023-11-30,188.1728973388672,189.9499969482422,190.32000732421875,188.19000244140625,189.83999633789062,48794400.0
2023-12-01,189.4508514404297,191.24000549316406,191.55999755859375,189.22999572753906,190.3300018310547,45704800.0
2023-12-04,187.6577606201172,189.42999267578125,190.0500030517578,187.4499969482422,189.97999572753906,43389500.0
2023-12-05,191.6104278564453,193.4199981689453,194.39999389648438,190.17999267578125,190.2100067138672,66628400.0
2023-12-06,190.52073669433594,192.32000732421875,194.75999450683594,192.11000061035156,194.4499969482422,41089700.0
2023-12-07,192.45248413085938,194.27000427246094,195.0,193.58999633789062,193.6300048828125,47477700.0
2023-12-08,193.87901306152344,195.7100067138672,195.99000549316406,193.6699981689453,194.1999969482422,53406400.0
2023-12-11,191.37271118164062,193.17999267578125,193.49000549316406,191.4199981689453,193.11000061035156,60943700.0
2023-12-12,192.88836669921875,194.7100067138672,194.72000122070312,191.72000122070312,193.0800018310547,52696900.0
2023-12-13,196.10800170898438,197.9600067138672,198.0,194.85000610351562,195.08999633789062,70404200.0
2023-12-14,196.25657653808594,198.11000061035156,199.6199951171875,196.16000366210938,198.02000427246094,66831600.0
2023-12-15,195.7216339111328,197.57000732421875,198.39999389648438,197.0,197.52999877929688,128538400.0
2023-12-18,194.0573272705078,195.88999938964844,196.6300048828125,194.38999938964844,196.08999633789062,55751900.0
2023-12-19,195.09750366210938,196.94000244140625,196.9499969482422,195.88999938964844,196.16000366210938,40714100.0
2023-12-20,193.00726318359375,194.8300018310547,197.67999267578125,194.8300018310547,196.89999389648438,52242800.0
2023-12-21,192.858642578125,194.67999267578125,197.0800018310547,193.5,196.10000610351562,46482500.0
2023-12-22,191.7887725830078,193.60000610351562,195.41000366210938,192.97000122070312,195.17999267578125,37149600.0
2023-12-26,191.24391174316406,193.0500030517578,193.88999938964844,192.8300018310547,193.61000061035156,28919300.0
2023-12-27,191.3429412841797,193.14999389648438,193.5,191.08999633789062,192.49000549316406,48087700.0
2023-12-28,191.76893615722656,193.5800018310547,194.66000366210938,193.1699981689453,194.13999938964844,34049900.0
2023-12-29,190.72877502441406,192.52999877929688,194.39999389648438,191.72999572753906,193.89999389648438,42672100.0
2024-01-02,183.90322875976562,185.63999938964844,188.44000244140625,183.88999938964844,187.14999389648438,82488700.0
2024-01-03,182.52622985839844,184.25,185.8800048828125,183.42999267578125,184.22000122070312,58414500.0
2024-01-04,180.2081298828125,181.91000366210938,183.08999633789062,180.8800048828125,182.14999389648438,71983600.0
2024-01-05,179.48495483398438,181.17999267578125,182.75999450683594,180.1699981689453,181.99000549316406,62379700.0
2024-01-08,183.82398986816406,185.55999755859375,185.60000610351562,181.5,182.08999633789062,59144500.0
2024-01-09,183.40789794921875,185.13999938964844,185.14999389648438,182.72999572753906,183.9199981689453,42841800.0
2024-01-10,184.44808959960938,186.19000244140625,186.39999389648438,183.9199981689453,184.35000610351562,46792900.0
2024-01-11,183.85369873046875,185.58999633789062,187.0500030517578,183.6199951171875,186.5399932861328,49128400.0
2024-01-12,184.18060302734375,185.9199981689453,186.74000549316406,185.19000244140625,186.05999755859375,40477800.0
2024-01-16,181.91204833984375,183.6300048828125,184.25999450683594,180.92999267578125,182.16000366210938,65603000.0
2024-01-17,180.97091674804688,182.67999267578125,182.92999267578125,180.3000030517578,181.27000427246094,47317400.0
2024-01-18,186.86524963378906,188.6300048828125,189.13999938964844,185.8300018310547,186.08999633789062,78005800.0
2024-01-19,189.76783752441406,191.55999755859375,191.9499969482422,188.82000732421875,189.3300018310547,68903000.0
2024-01-22,192.07603454589844,193.88999938964844,195.3300018310547,192.25999450683594,192.3000030517578,60133900.0
2024-01-23,193.35398864746094,195.17999267578125,195.75,193.8300018310547,195.02000427246094,42355600.0
2024-01-24,192.6803436279297,194.5,196.3800048828125,194.33999633789062,195.4199981689453,53631300.0
2024-01-25,192.35342407226562,194.1699981689453,196.27000427246094,193.11000061035156,195.22000122070312,54822100.0
2024-01-26,190.6197967529297,192.4199981689453,194.75999450683594,191.94000244140625,194.27000427246094,44594000.0
2024-01-29,189.93624877929688,191.72999572753906,192.1999969482422,189.5800018310547,192.00999450683594,47145600.0
2024-01-30,186.28077697753906,188.0399932861328,191.8000030517578,187.47000122070312,190.94000244140625,55859400.0
2024-01-31,182.67481994628906,184.39999389648438,187.10000610351562,184.35000610351562,187.0399932861328,55467800.0
2024-02-01,185.11181640625,186.86000061035156,186.9499969482422,183.82000732421875,183.99000549316406,64885400.0
2024-02-02,184.1112518310547,185.85000610351562,187.3300018310547,179.25,179.86000061035156,102551700.0
2024-02-05,185.9241180419922,187.67999267578125,189.25,185.83999633789062,188.14999389648438,69668800.0
2024-02-06,187.5290069580078,189.3000030517578,189.30999755859375,186.77000427246094,186.86000061035156,43490800.0
2024-02-07,187.63795471191406,189.41000366210938,191.0500030517578,188.61000061035156,190.63999938964844,53439000.0
2024-02-08,186.55816650390625,188.32000732421875,189.5399932861328,187.35000610351562,189.38999938964844,40962000.0
2024-02-09,187.32191467285156,188.85000610351562,189.99000549316406,188.0,188.64999389648438,45155200.0
2024-02-12,185.63568115234375,187.14999389648438,188.6699981689453,186.7899932861328,188.4199981689453,41781900.0
2024-02-13,183.54273986816406,185.0399932861328,186.2100067138672,183.50999450683594,185.77000427246094,56529500.0
2024-02-14,182.6599578857422,184.14999389648438,185.52999877929688,182.44000244140625,185.32000732421875,54630500.0
2024-02-15,182.37228393554688,183.86000061035156,184.49000549316406,181.35000610351562,183.5500030517578,65434500.0
2024-02-16,180.8348388671875,182.30999755859375,184.85000610351562,181.6699981689453,183.4199981689453,49752500.0
2024-02-20,180.0908966064453,181.55999755859375,182.42999267578125,180.0,181.7899932861328,53665600.0
2024-02-21,180.8447723388672,182.32000732421875,182.88999938964844,180.66000366210938,181.94000244140625,41371400.0
2024-02-22,182.87814331054688,184.3699951171875,184.9600067138672,182.4600067138672,183.47999572753906,52292200.0
2024-02-23,181.0431365966797,182.52000427246094,185.0399932861328,182.22999572753906,185.00999450683594,45119700.0
2024-02-26,179.69415283203125,181.16000366210938,182.75999450683594,180.64999389648438,182.24000549316406,40867400.0
2024-02-27,181.15225219726562,182.6300048828125,183.9199981689453,179.55999755859375,181.10000610351562,54318900.0
2024-02-28,179.95201110839844,181.4199981689453,183.1199951171875,180.1300048828125,182.50999450683594,48953900.0
2024-02-29,179.28749084472656,180.75,182.57000732421875,179.52999877929688,181.27000427246094,136682600.0
2024-03-01,178.206298828125,179.66000366210938,180.52999877929688,177.3800048828125,179.5500030517578,73563100.0
2024-03-04,173.68319702148438,175.10000610351562,176.89999389648438,173.7899932861328,176.14999389648438,81510100.0
2024-03-05,168.7434844970703,170.1199951171875,172.0399932861328,169.6199951171875,170.75999450683594,95132400.0
2024-03-06,167.75157165527344,169.1199951171875,171.24000549316406,168.67999267578125,171.05999755859375,68587700.0
2024-03-07,167.63255310058594,169.0,170.72999572753906,168.49000549316406,169.14999389648438,71765100.0
2024-03-08,169.34854125976562,170.72999572753906,173.6999969482422,168.94000244140625,169.0,76267000.0
2024-03-11,171.3522186279297,172.75,174.3800048828125,172.0500030517578,172.94000244140625,60139500.0
2024-03-12,171.82830810546875,173.22999572753906,174.02999877929688,171.00999450683594,173.14999389648438,59825400.0
2024-03-13,169.74533081054688,171.1300048828125,173.19000244140625,170.75999450683594,172.77000427246094,52488700.0
2024-03-14,171.6001739501953,173.0,174.30999755859375,172.0500030517578,172.91000366210938,72913500.0
2024-03-15,171.2232208251953,172.6199951171875,172.6199951171875,170.2899932861328,171.1699981689453,121752700.0
2024-03-18,172.31434631347656,173.72000122070312,177.7100067138672,173.52000427246094,175.57000732421875,75604200.0
